In-House Name,Instances,Length,Matches TG-263,TG-263 suggestion,Reason,Structure Type,Rules
z_Ring70-2,4,10,False,,z,non-target,[]
z_REMOVE,2,8,False,,z,non-target,[]
z_M2PTV_Eval_56,1,15,False,,z,target,['TBD']
z_GlndThyroidNOS,1,16,False,,z,non-target,[]
Brain~,2,6,False,Brain,SB OK,non-target,[]
z_REMOVE40.0-1,1,14,False,,z,non-target,[]
z_BP_L_OS_56_MRG,1,16,False,,z,non-target,[]
z_BP_R_OS_60_MRG,3,16,False,,z,non-target,[]
z_MAND_OS_66_MRG,2,16,False,,z,non-target,[]
z_BODY_CTsim,2,12,False,,z,non-target,[]
z_CBCT_Air,1,10,False,,z,non-target,[]
z_CBCT_Tissue,1,13,False,,z,non-target,[]
PTV_5600-05,3,11,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV_6000,1,13,False,,PTV/CTV/GTV,target,['TBD']
MOD1_CTV_5600,1,13,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV_5600-05,1,16,False,,PTV/CTV/GTV,target,['TBD']
MOD1_PTV_6000-05,1,16,False,,PTV/CTV/GTV,target,['TBD']
lacrimal gland_R,1,16,False,,,non-target,[5]
lacrimal gland_L,1,16,False,,,non-target,[5]
z_BONE_M_NOS,1,12,False,,z,non-target,[]
z_BONE_M_OS,1,11,False,,z,non-target,[]
z_REMOVE71.1-1,1,14,False,,z,non-target,[]
z_BP_L_OS_60_MRG,3,16,False,,z,non-target,[]
z_REMOVE64.8-1,1,14,False,,z,non-target,[]
z_shoulder_avoid,1,16,False,,avoid,non-target,[]
z_Dose 107[%].,1,14,False,,z,non-target,[5]
z_Dose 107[%]3,1,14,False,,z,non-target,[5]
z_Avoid-35,1,10,False,,avoid,non-target,[]
z_RemoveHS,1,10,False,,z,non-target,[]
PTV_7000-03,2,11,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_3000,1,12,False,,avoid,non-target,[]
z_Dose _75.1[Gy],1,16,False,,z,non-target,[5]
M1_GTVn,3,7,False,,PTV/CTV/GTV,target,['TBD']
M1_CTVn,1,7,False,,PTV/CTV/GTV,target,['TBD']
M1_CTVp,1,7,False,,PTV/CTV/GTV,target,['TBD']
M1_GTVp,3,7,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_03000,1,13,False,,avoid,non-target,[]
z_Remove3middle,1,15,False,,z,non-target,[]
Dose 63.5[Gy],1,13,False,,,non-target,[5]
z_normal tissue3,1,16,False,,z,non-target,[5]
z_normal tissue2,1,16,False,,z,non-target,[5]
z_normal tissue1,1,16,False,,z,non-target,[5]
Z_MandibleNOS,1,13,False,,z,non-target,[]
Lobe_Temporal~_L,1,16,False,Lobe_Temporal_L,SB OK,non-target,[]
Lobe_Temporal~_R,1,16,False,Lobe_Temporal_R,SB OK,non-target,[]
Brainstem~,1,10,False,Brainstem,SB OK,non-target,[]
z_Avoid_Post45,1,14,False,,avoid,non-target,[]
CTV_6270,3,8,False,,PTV/CTV/GTV,target,['TBD']
PTV!_6270-05,3,12,False,,PTV/CTV/GTV,target,['TBD']
GTVn6720,3,8,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_Post30^I,1,16,False,,avoid,non-target,[]
z_Post_Avoid_sup,1,16,False,,avoid,non-target,[]
z_PTV_6000^ST,1,13,False,,z,target,['TBD']
z_PTV_6000^INF,1,14,False,,z,target,['TBD']
z_Eval_Optic_PRV,1,16,False,,z,non-target,[]
z_Eval_Optic,1,12,False,,z,non-target,[]
z_PTV_6000^Sup,1,14,False,,z,target,['TBD']
z_PTV^+Optic,1,12,False,,z,target,['TBD']
M1_CTV_6270,2,11,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV!_6270-05,2,15,False,,PTV/CTV/GTV,target,['TBD']
z_Ring_M1-6000,2,14,False,,z,non-target,[]
z_Ring_M1-6270,2,14,False,,z,non-target,[]
z_Ring_M1-7000,2,14,False,,z,non-target,[]
z_Avoid_M1-6000,2,15,False,,avoid,non-target,[]
z_Avoid_M1-6270,2,15,False,,avoid,non-target,[]
z_M1-PTVHigh+Int,2,16,False,,z,target,['TBD']
z_Avoid_Post_Sup,2,16,False,,avoid,non-target,[]
z_PTV60_sup,2,11,False,,z,target,['TBD']
z_PTV60_Inf,2,11,False,,z,target,['TBD']
z_PTV60sup_Ovlap,2,16,False,,z,target,['TBD']
z_PTV60sup_NOS,2,14,False,,z,target,['TBD']
z_Ignore,2,8,False,,z,non-target,[]
z_Avoid_Middle3,2,15,False,,avoid,non-target,[]
z_PTV_M1-70-05,2,14,False,,z,target,['TBD']
z_PTV_M1627-05,2,14,False,,z,target,['TBD']
z_PTV_M1-60-05,2,14,False,,z,target,['TBD']
z_PTV60sup_NOS2,2,15,False,,z,target,['TBD']
z_PTV60sup_ovap2,2,16,False,,z,target,['TBD']
z_PTV60_cold,2,12,False,,z,target,['TBD']
z_Ignore2,2,9,False,,z,non-target,[]
z_PTV70_cold,2,12,False,,z,target,['TBD']
z_Ignore3,2,9,False,,z,non-target,[]
z_PTV70_cold2,2,13,False,,z,target,['TBD']
z_Avoid_M1-7000,1,15,False,,avoid,non-target,[]
bodyPP,2,6,False,,,non-target,[]
bodyCTinit,1,10,False,,,non-target,[]
intersect,1,9,False,,,non-target,[]
LN,5,2,True,,,non-target,[]
surgiBed+stoma,1,14,False,,,non-target,[]
z_Remove40,2,10,False,,z,non-target,[]
z_Avoid_Post inf,1,16,False,,avoid,non-target,[5]
z_Avoid_Post_NEC,2,16,False,,avoid,non-target,[]
z_coveresophagus,1,16,False,,z,non-target,[]
z_Avoid_Post SUP,1,16,False,,avoid,non-target,[5]
z_Avoid_PostNeck,2,16,False,,avoid,non-target,[]
z_Avoid_INF,1,11,False,,avoid,non-target,[]
GTV_Nodal,1,9,False,,PTV/CTV/GTV,target,['TBD']
z_Ring 6000_sup,1,15,False,,z,non-target,[5]
LN_Rt,1,5,False,,,non-target,[]
LN-Lt,1,5,False,,,non-target,[]
z_Ring 5600,3,11,False,,z,non-target,[5]
M1_CTV,2,6,False,,PTV/CTV/GTV,target,['TBD']
z_PTV_ ALL,1,10,False,,z,target,['TBD']
z_BODY^CTSim,1,12,False,,z,non-target,[]
z_BODY_CBCTJul29,1,16,False,,z,non-target,[]
zDensity1_Jul29,1,15,False,,,non-target,[]
z_15gy,1,6,False,,z,non-target,[]
z_66,1,4,False,,z,non-target,[]
z_Remove57,5,10,False,,z,non-target,[]
z_Remove55optic,1,15,False,,z,non-target,[]
z_Remove52,1,10,False,,z,non-target,[]
z_temp-optics0.5,1,16,False,,z,non-target,[]
z_temp-optics1.0,1,16,False,,z,non-target,[]
z_PTV6600+optics,1,16,False,,z,target,['TBD']
z_PTV6000_Eval,1,14,False,,z,target,['TBD']
z_PTV6000+optics,1,16,False,,z,target,['TBD']
z_cover54optc,1,13,False,,z,non-target,[]
Lt-NeckNodes,1,12,False,,,non-target,[]
Rt-NeckLN,1,9,False,,,non-target,[]
LN_Neck,1,7,False,LN_Neck_IA_L,,non-target,[]
z_Remove50,1,10,False,,z,non-target,[]
z_Avoid_Postinf,1,15,False,,avoid,non-target,[]
z_thyroid_nos,2,13,False,,z,non-target,[]
Ear_Inner_L,4,11,False,,,non-target,[]
Ear_Inner_R,4,11,False,,,non-target,[]
Ear_Middle_L,4,12,True,,,non-target,[]
Ear_Middle_R,4,12,True,,,non-target,[]
M1_PTV!_5900-05,2,15,False,,PTV/CTV/GTV,target,['TBD']
SpinalCord_0x,2,13,False,,,non-target,[]
M1_CTV_5900p,2,12,False,,PTV/CTV/GTV,target,['TBD']
M1_GTVn_6300,2,12,False,,PTV/CTV/GTV,target,['TBD']
GTVn_6300,4,9,False,,PTV/CTV/GTV,target,['TBD']
PTV!_5900-05,3,12,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV_5900,2,11,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV_5900n,2,12,False,,PTV/CTV/GTV,target,['TBD']
zCTV60p_NOT USED,3,16,False,,PTV/CTV/GTV,target,['TBD']
zCTVn60_NOT USED,3,16,False,,PTV/CTV/GTV,target,['TBD']
OralCavity-PTV^M,3,16,False,,PTV/CTV/GTV,target,['TBD']
M1-PTV_7000_Eval,2,16,False,,PTV/CTV/GTV,target,['TBD']
z_MiddleAvoid1,4,14,False,,avoid,non-target,[]
z_PTV5900_Opt,4,13,False,,z,target,['TBD']
z_PTV6300_Opt,4,13,False,,z,target,['TBD']
M1_PTV!_6300-05,2,15,False,,PTV/CTV/GTV,target,['TBD']
z_AvoidPost1,4,12,False,,avoid,non-target,[]
z_CTV_7000,4,10,False,,z,target,['TBD']
z_PTVAll,4,8,False,,z,target,['TBD']
z_Ring5900,4,10,False,,z,non-target,[]
z_Ring6300,4,10,False,,z,non-target,[]
z_RingAll-1,4,11,False,,z,non-target,[]
z_RingAll-2,4,11,False,,z,non-target,[]
z_RingAll-3,4,11,False,,z,non-target,[]
z_SpinalPRV,4,11,False,,z,non-target,[]
z_C1 D35[Gy],1,12,False,,z,non-target,[5]
z_Remove61.6-9,1,14,False,,z,non-target,[]
z_REMOVE 56,1,11,False,,z,non-target,[5]
z_Avoid_53.2,1,12,False,,avoid,non-target,[]
Eye~_R^Ant,1,10,False,,,non-target,[]
Eye~_L^Ant,1,10,False,,,non-target,[]
CTV-6000,1,8,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_Frontal,1,15,False,,avoid,non-target,[]
z_Ring-1,1,8,False,,z,non-target,[]
z_Ring-2,1,8,False,,z,non-target,[]
z_Ring-3,1,8,False,,z,non-target,[]
z_Dose 110[%],1,13,False,,z,non-target,[5]
z_Dose 109[%],1,13,False,,z,non-target,[5]
ALL CTV,1,7,False,,PTV/CTV/GTV,target,['TBD']
z_REMOVE62.7-1,1,14,False,,z,non-target,[]
z_REMOVE70.6-2,1,14,False,,z,non-target,[]
z_REMOVE70.6-3,1,14,False,,z,non-target,[]
z_ESO_OS_MRG_70,1,15,False,,z,non-target,[]
z_MNDB_OS_MRG_70,3,16,False,,z,non-target,[]
Surgical bed,2,12,False,SurgicalBed,symbols,non-target,[5]
GTV presurgery,2,14,False,,PTV/CTV/GTV,target,['TBD']
CTV!_6000,2,9,False,,PTV/CTV/GTV,target,['TBD']
z_Ring 60,2,9,False,,z,non-target,[5]
z_LDS,1,5,False,,z,non-target,[]
BODY + FRAME,1,12,False,,,non-target,[5]
M1_PTV_6600-03,1,14,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV!_6000-03,1,15,False,,PTV/CTV/GTV,target,['TBD']
M1_CTV!_6000,1,12,False,,PTV/CTV/GTV,target,['TBD']
CTV_6600 pre,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_BP_R_OS_56_MRG,1,16,False,,z,non-target,[]
z_LIPS_OS_66_MRG,1,16,False,,z,non-target,[]
z_MAX_48_ABS,1,12,False,,z,non-target,[]
z_Avoid_66.,2,11,False,,avoid,non-target,[]
z_Remove66.3,2,12,False,,z,non-target,[]
z_Remove56.2,2,12,False,,z,non-target,[]
z_Remove30Gy,3,12,False,,z,non-target,[]
z_remove50%,2,11,False,,z,non-target,[]
z_MND_OS_70_MRG,1,15,False,,z,non-target,[]
z_AVOID_MID_SUP,1,15,False,,avoid,non-target,[]
z_REMOVE51.3-1,1,14,False,,z,non-target,[]
z_REMOVE54.0-1,4,14,False,,z,non-target,[]
z_CT_Markers,1,12,False,,z,non-target,[]
PTVp_5600,2,9,False,,PTV/CTV/GTV,target,['TBD']
OptNrv_R_PRV03,2,14,False,,,non-target,[]
OptNrv_L_PRV03,2,14,False,,,non-target,[]
Eval_PTVp_7000,2,14,False,,PTV/CTV/GTV,target,['TBD']
Eval_PTVp_5600,2,14,False,,PTV/CTV/GTV,target,['TBD']
Musc_Constrict,2,14,True,,,non-target,[]
ref_NECK_R,2,10,False,,,non-target,[]
ref_NECK_L,2,10,False,,,non-target,[]
GTVn_2_R,2,8,False,,PTV/CTV/GTV,target,['TBD']
CTVn_2_R_7000,2,13,False,,PTV/CTV/GTV,target,['TBD']
PTVn_2_R_7000,2,13,False,,PTV/CTV/GTV,target,['TBD']
Eval_PTV_7000,2,13,False,,PTV/CTV/GTV,target,['TBD']
PTVn_R_5600,1,11,False,,PTV/CTV/GTV,target,['TBD']
Eval_PTV_5600,2,13,False,,PTV/CTV/GTV,target,['TBD']
Eval_PTVn_R_5600,2,16,False,,PTV/CTV/GTV,target,['TBD']
Chiasm_PRV03,2,12,False,,,non-target,[]
Submand_L,2,9,False,Glnd_Submand_L,,non-target,[]
Submand_R,2,9,False,Glnd_Submand_R,,non-target,[]
Level_Ib_L,2,10,False,,,non-target,[]
Level_Ib_R,2,10,False,,,non-target,[]
Level_IIa_L,2,11,False,,,non-target,[]
Level_IIa_R,2,11,False,,,non-target,[]
Level_IIb_L,2,11,False,,,non-target,[]
Level_IIb_R,2,11,False,,,non-target,[]
Midline mucosa,2,14,False,,,non-target,[5]
Level_VIIa_L,2,12,False,,,non-target,[]
Level_VIIb_L,2,12,False,,,non-target,[]
z_Density_overr,1,15,False,,z,non-target,[]
z_PTVs_56,1,9,False,,z,target,['TBD']
Eval_PTVn_2_R_70,2,16,False,,PTV/CTV/GTV,target,['TBD']
Eval_PTV_5600nos,2,16,False,,nos,target,['TBD']
OptICNrv_PRV_L,2,14,False,OpticNrv_PRV_L,casing,non-target,[4]
OptICNrv_PRV_R,2,14,False,OpticNrv_PRV_R,casing,non-target,[4]
z_Ring_54,2,9,False,,z,non-target,[]
z_Remove55.8,2,12,False,,z,non-target,[]
z_Avoid_35,2,10,False,,avoid,non-target,[]
BDOY_CBCT,1,9,False,,,non-target,[]
z_Avoid61.6,1,11,False,,avoid,non-target,[]
z_Eye_R_NOS,1,11,False,,z,non-target,[]
z_temp BS,1,9,False,,z,non-target,[5]
z_Dose 56[Gy]1,1,14,False,,z,non-target,[5]
z_PTV BS,1,8,False,,z,target,['TBD']
z_PTVs 7000,1,11,False,,z,target,['TBD']
z_PTVs 5600,1,11,False,,z,target,['TBD']
z_All Levels,1,12,False,,z,non-target,[5]
z_Avoid_63,1,10,False,,avoid,non-target,[]
z_Avoid_ANT,1,11,False,,avoid,non-target,[]
CTVn_2_R_5600,1,13,False,,PTV/CTV/GTV,target,['TBD']
CTVn_L-5600,1,11,False,,PTV/CTV/GTV,target,['TBD']
PTVn_L_5600,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_Post Neck,1,11,False,,z,non-target,[5]
Level_VIIa_R,1,12,False,,,non-target,[]
Level_VIIb,1,10,False,,,non-target,[]
Eval_PTVn_L_5600,1,16,False,,PTV/CTV/GTV,target,['TBD']
PTVn_2_R_5600,1,13,False,,PTV/CTV/GTV,target,['TBD']
CTVn_L_5600,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_Middle avoi 60,1,16,False,,z,non-target,[5]
Mandible_nos,1,12,False,,nos,non-target,[]
z_CTV_LN+surg5mm,1,16,False,,z,target,['TBD']
z_COVER_66.5-1,1,14,False,,z,non-target,[]
z_COVER_70-1,1,12,False,,z,non-target,[]
z_COVER_70-2,1,12,False,,z,non-target,[]
z_Avoid_Post_Sho,3,16,False,,avoid,non-target,[]
z_95out,2,7,False,,z,non-target,[]
z_missedgtv,2,11,False,,z,target,['TBD']
z_Ring 6300,2,11,False,,z,non-target,[5]
z_avoid6300-69.3,2,16,False,,avoid,non-target,[]
z_mand_OS,2,9,False,,z,non-target,[]
z_PTV60+OPTICS,2,14,False,,z,target,['TBD']
body-orig,1,9,False,,,non-target,[]
z_AVOID_MID_2,4,13,False,,avoid,non-target,[]
z_AirOverride,2,13,False,,z,non-target,[]
z_COVER_60-1,3,12,False,,z,non-target,[]
z_COVER-2,4,9,False,,z,non-target,[]
z_CLEAN_RT,2,10,False,,z,non-target,[]
z_COVER_RT,2,10,False,,z,non-target,[]
z_REMOVE_POST,1,13,False,,z,non-target,[]
z_COVER_MED,1,11,False,,z,non-target,[]
CTVp_6600,1,9,False,,PTV/CTV/GTV,target,['TBD']
PTV!_6600,1,9,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV!_6600,2,12,False,,PTV/CTV/GTV,target,['TBD']
z_sc+PTV,2,8,False,,z,target,['TBD']
z_avoid6000,1,11,False,,avoid,non-target,[]
z_Remove_66,1,11,False,,z,non-target,[]
z_Remove_35,1,11,False,,z,non-target,[]
z_Remove)53.2,1,13,False,,z,non-target,[]
z_REMOVE70,2,10,False,,z,non-target,[]
z_brach_L_NOS,2,13,False,,z,non-target,[]
z_brach_R_NOS,2,13,False,,z,non-target,[]
z_mandible_NPOS,2,15,False,,z,non-target,[]
z_rem30Gy,3,9,False,,z,non-target,[]
z_cover56-1,2,11,False,,z,non-target,[]
z_oral ca 45[Gy],2,16,False,,z,non-target,[5]
z_59.85out2,2,11,False,,z,non-target,[]
z_oralcavi45out,2,15,False,,z,non-target,[]
z_REMOVE60-1,2,12,False,,z,non-target,[]
z_COVER60-1,2,11,False,,z,non-target,[]
M1_PTV_5400-05,1,14,False,,PTV/CTV/GTV,target,['TBD']
CTVn_7000_L,1,11,False,,PTV/CTV/GTV,target,['TBD']
CTVn_7000_R,1,11,False,,PTV/CTV/GTV,target,['TBD']
z_Avoid_lat,3,11,False,,avoid,non-target,[]
z_brain nos,2,11,False,,z,non-target,[5]
z_Dose 66.9[Gy],1,15,False,,z,non-target,[5]
z_Dose 65.7[Gy],1,15,False,,z,non-target,[5]
z_ctv_6000-05,2,13,False,,z,target,['TBD']
z_push 57,1,9,False,,z,non-target,[5]
z_remove 108,1,12,False,,z,non-target,[5]
z_M1CTV_6000-05,1,15,False,,z,target,['TBD']
z_PTV_6600-05old,1,16,False,,z,target,['TBD']
z_Eye_L NOS,2,11,False,,z,non-target,[5]
z_Eye_R NOS,2,11,False,,z,non-target,[5]
z_PTV^optics old,1,16,False,,z,target,['TBD']
z_PTV_Eval_old,1,14,False,,z,target,['TBD']
z_Normal,1,8,False,,z,non-target,[]
PTV_6600-05 new,2,15,False,,PTV/CTV/GTV,target,['TBD']
z_Ring^new,1,10,False,,z,non-target,[]
z_Temp opt new,1,14,False,,z,non-target,[5]
z_PTV^optics,1,12,False,,z,target,['TBD']
z_LEYE NOSnew,1,13,False,,z,non-target,[5]
z_REYE NOSnew,1,13,False,,z,non-target,[5]
z_remove2,1,9,False,,z,non-target,[]
Z_SSCHIASMNRV,1,13,False,,z,non-target,[]
ProsthesisMand,2,14,False,,,non-target,[]
ProsthesisNeck,2,14,False,,,non-target,[]
z_COVER_60,1,10,False,,z,non-target,[]
M1_PTV_Eval_7000,3,16,False,,PTV/CTV/GTV,target,['TBD']
M1_PTV!_Eval6000,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_ptv_all,1,9,False,,z,target,['TBD']
z_oralcavity_NOS,1,16,False,,z,non-target,[]
z_rem52.8,1,9,False,,z,non-target,[]
z_ring105,1,9,False,,z,non-target,[]
M1_PTV_EVAL_6600,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_Ring_M6600,1,12,False,,z,non-target,[]
z_Dose 70.5[Gy],1,15,False,,z,non-target,[5]
z_REMOVE71.3-1,2,14,False,,z,non-target,[]
z_AirCavity,4,11,False,,z,non-target,[]
z_PTV66_InAir,4,13,False,,z,target,['TBD']
z_REMOVE71.3-2,2,14,False,,z,non-target,[]
Z_Dose 64.2[Gy],1,15,False,,z,non-target,[5]
z_Dose 63[Gy],2,13,False,,z,non-target,[5]
z_avoid post,1,12,False,,avoid,non-target,[5]
z_BRAIN_OS_MR_60,1,16,False,,z,non-target,[]
z_COVER57.0-1,1,13,False,,z,non-target,[]
z_COVER57.0-2,1,13,False,,z,non-target,[]
z_Avoid_LAT,1,11,False,,avoid,non-target,[]
z_ctv_5600-05,1,13,False,,z,target,['TBD']
z_ctv_6600-05,1,13,False,,z,target,['TBD']
Z_Dose 70.8[Gy],1,15,False,,z,non-target,[5]
Z_Dose 64.7[Gy],1,15,False,,z,non-target,[5]
zDensityOverrid1,1,16,False,,,non-target,[]
Z_Dose 64[Gy],1,13,False,,z,non-target,[5]
Z_Dose 63[Gy],1,13,False,,z,non-target,[5]
z_CTV_5600-05,1,13,False,,z,target,['TBD']
z_CTV_7000-05,1,13,False,,z,target,['TBD']
z_Dose 74.5[Gy],1,15,False,,z,non-target,[5]
z_Dose 73.8[Gy],1,15,False,,z,non-target,[5]
zPTV6000+PTV6600,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_man_OS,2,8,False,,z,non-target,[]
z_Remove65,2,10,False,,z,non-target,[]
z_rem25,1,7,False,,z,non-target,[]
z_test avoid,1,12,False,,avoid,non-target,[5]
z_rem30,1,7,False,,z,non-target,[]
BODY+ Frame,1,11,False,,,non-target,[5]
CTV reviewed,1,12,False,,PTV/CTV/GTV,target,['TBD']
z_30OUT,2,7,False,,z,non-target,[]
z_cord REM,2,10,False,,z,non-target,[5]
zCTV_6000,1,9,False,,PTV/CTV/GTV,target,['TBD']
zCTV_7000,1,9,False,,PTV/CTV/GTV,target,['TBD']
z_ant avoid,2,11,False,,avoid,non-target,[5]
zCTV_5600,1,9,False,,PTV/CTV/GTV,target,['TBD']
CTV_VI,1,6,False,,PTV/CTV/GTV,target,['TBD']
CTV_II-IVa_L,1,12,False,,PTV/CTV/GTV,target,['TBD']
CTV_II-IVa_R,1,12,False,,PTV/CTV/GTV,target,['TBD']
cricoid,1,7,False,Cricoid,casing,non-target,[4]
air,1,3,False,AirWay_Dist,,non-target,[]
z_Dose 74.2[Gy],2,15,False,,z,non-target,[5]
z_avoid4500cord,1,15,False,,avoid,non-target,[]
z_63out,1,7,False,,z,non-target,[]
z_72.8out,1,9,False,,z,non-target,[]
CTV_Low,1,7,False,,PTV/CTV/GTV,target,['TBD']
z_106[%]out,1,11,False,,z,non-target,[]
z_105.6[%]out,1,13,False,,z,non-target,[]
GTVpreOpN,2,9,False,,PTV/CTV/GTV,target,['TBD']
z_esophagus NOS,2,15,False,,z,non-target,[5]
z_CTV6000-05,2,12,False,,z,target,['TBD']
Prosthesis_Lt,1,13,False,,,non-target,[]
z_brplx_NOS_L,1,13,False,,z,non-target,[]
z_brplx_NOS_R,1,13,False,,z,non-target,[]
CTV_6125,1,8,False,,PTV/CTV/GTV,target,['TBD']
PTV!_6125,1,9,False,,PTV/CTV/GTV,target,['TBD']
z_cover61.2,1,11,False,,z,non-target,[]
LT level,1,8,False,,,non-target,[5]
z_bra_PLx_L_NOS,1,15,False,,z,non-target,[]
z_bra_PLx_R_NOS,1,15,False,,z,non-target,[]
z_Avoid_6125,1,12,False,,avoid,non-target,[]
z_Ring_6125,1,11,False,,z,non-target,[]
z_pacemaker+0.3,1,15,False,,z,non-target,[]
z_Removelips75%,2,15,False,,z,non-target,[]
z_Avoid_54,2,10,False,,avoid,non-target,[]
z_COVER60.1,1,11,False,,z,non-target,[]
M1_PTV!_5100-05,1,15,False,,PTV/CTV/GTV,target,['TBD']
z_45rem,1,7,False,,z,non-target,[]
z_M1_PTV_ALL,1,12,False,,z,target,['TBD']
BT_dose_36EQD2,1,14,False,,,non-target,[]
BT_dose_8EQD2,1,13,False,,,non-target,[]
z_Dose57,1,8,False,,z,non-target,[]
z_MPTV_Eval_6000,1,16,False,,z,target,['TBD']
z_AVOID56.1,1,11,False,,avoid,non-target,[]
z_Rem55.6,1,9,False,,z,non-target,[]
z_59.4OUT,1,9,False,,z,non-target,[]
z_REM51,1,7,False,,z,non-target,[]
zPTV5400+PTV6000,1,16,False,,PTV/CTV/GTV,target,['TBD']
z_out10[Gy],1,11,False,,z,non-target,[]
z_59.4[Gy],1,10,False,,z,non-target,[]
z_5Gy EYES out,1,14,False,,z,non-target,[5]
z_105out mand,1,13,False,,z,non-target,[5]
z_rem51.3,1,9,False,,z,non-target,[]
z_105outbone,1,12,False,,z,non-target,[]
z_rem48.45,1,10,False,,z,non-target,[]
z_56.1out,1,9,False,,z,non-target,[]
z_bone out 105,1,14,False,,z,non-target,[5]
z_56.7out,1,9,False,,z,non-target,[]
z_brach+0.2,1,11,False,,z,non-target,[]
z_RING51,1,8,False,,z,non-target,[]
z_5 gy out,1,10,False,,z,non-target,[5]
z_cover54.,1,10,False,,z,non-target,[]
z_BP_L_OS_MRG_63,2,16,False,,z,non-target,[]
z_BP_R_OS_MRG_63,4,16,False,,z,non-target,[]
z_PTV70+LAR+OC,2,14,False,,z,target,['TBD']
z_REMOVE69.3-1,1,14,False,,z,non-target,[]
z_PARO_LT_OS_MRG,2,16,False,,z,non-target,[]
z_sc45Gy out,2,12,False,,z,non-target,[5]
z_106.7[%],1,10,False,,z,non-target,[]
z_larynx_ NOS,3,13,False,,z,non-target,[5]
z_mand. bone_NOS,3,16,False,,z,non-target,[5]
z_45out1,1,8,False,,z,non-target,[]
M2_CTV_5400,1,11,False,,PTV/CTV/GTV,target,['TBD']
M2_PTV_5400-05,1,14,False,,PTV/CTV/GTV,target,['TBD']
Tracheacanula,1,13,False,,,non-target,[]
z_AVOID_POST_SUP,4,16,False,,avoid,non-target,[]
Z_PTV!_5600,1,11,False,,z,target,['TBD']
Z_PTV_7000,1,10,False,,z,target,['TBD']
z_Dose 73.5[Gy],1,15,False,,z,non-target,[5]
z_Ring_7000-1,1,13,False,,z,non-target,[]
z_Ring_5600-1,1,13,False,,z,non-target,[]
z_push70,1,8,False,,z,non-target,[]
z_remove 45-1,1,13,False,,z,non-target,[5]
z_push70-1,1,10,False,,z,non-target,[]
z_remove74.6,1,12,False,,z,non-target,[]
z_PTV_All1,1,10,False,,z,target,['TBD']
z_Parotid_NOS_R1,1,16,False,,z,non-target,[]
z_Parotid_NOS_L1,1,16,False,,z,non-target,[]
Brainstem_PRV 03,1,16,False,,,non-target,[5]
z_66.5out,1,9,False,,z,non-target,[]
z_Avoid_69.3,1,12,False,,avoid,non-target,[]
z_105.8[%],1,10,False,,z,non-target,[]
z_ 105.8[%],1,11,False,,z,non-target,[5]
M1 CTV 60,1,9,False,,PTV/CTV/GTV,target,['TBD']
z_PTV!_6300_OLD,1,15,False,,z,target,['TBD']
Bone_Hyoid,4,10,True,,,non-target,[]
z_CTV_6300_OLD,1,14,False,,z,target,['TBD']
z_MAND_OS_MRG_63,1,16,False,,z,non-target,[]
z_NORMAL1-LT,1,12,False,,z,non-target,[]
z_AVOID_PUSH,1,12,False,,avoid,non-target,[]
z_PM+1_DNEE,1,11,False,,z,non-target,[]
z_LARYNX_LEV,1,12,False,,z,non-target,[]
GTV_pre chemo,1,13,False,,PTV/CTV/GTV,target,['TBD']
z_rem 60Gy brain,1,16,False,,z,non-target,[5]
z_avoid sc45Gy,1,14,False,,avoid,non-target,[5]
z_remove 43.2Gy,1,15,False,,z,non-target,[5]
z_Thyroid NOS,7,13,False,,z,non-target,[5]
z_remove 2Gy,1,12,False,,z,non-target,[5]
z_Ring60-0.7,1,12,False,,z,non-target,[]
z_Ring ALL,7,10,False,,z,non-target,[5]
z_Dose 43.2[Gy],1,15,False,,z,non-target,[5]
z_Ring54-0.7,1,12,False,,z,non-target,[]
z_remove 59.4,1,13,False,,z,non-target,[5]
z_remove 59.4Gy,1,15,False,,z,non-target,[5]
z_remove 59.4-1,1,15,False,,z,non-target,[5]
z_rem1Gypacemake,1,16,False,,z,non-target,[]
z_PTV!_5600_OLD,1,15,False,,z,target,['TBD']
z_CTV_5600_OLD,1,14,False,,z,target,['TBD']
z_LT_DNE_INF,1,12,False,,z,non-target,[]
z_LT_DNE_SUP,1,12,False,,z,non-target,[]
z_X,1,3,False,,z,non-target,[]
z_PTV_7000+6300,1,15,False,,z,target,['TBD']
z_BraChia_L NOS,1,15,False,,z,non-target,[5]
z_BraChia_R NOS,1,15,False,,z,non-target,[5]
z_Ring5600JB,2,12,False,,z,non-target,[]
